date,call_type,call_count,district,latitude,longitude,response_time,destruction_scale,event_category,event_name,event_radius_km,event_description,anomaly_flag
2024-11-25,Medical,31,Gangtok,27.5206,88.5322,12.9,6.7,Healthcare,Influenza Outbreak,72,Seasonal influenza outbreak with higher than normal hospitalization rates.,False
2024-11-25,Disaster,57,Dehradun,30.2642,78.1932,22.1,6.5,Natural,Heavy Snowfall,69,Heavy Snowfall requiring emergency response.,False
2024-11-25,Disaster,137,Delhi,28.4309,77.1447,15.2,8.9,Natural,Cold Wave,112,Severe cold conditions affecting normal life and causing health emergencies.,True
2024-11-25,Medical,72,Hyderabad,17.3411,78.3828,9.0,4.7,Healthcare,Influenza Outbreak,118,Seasonal influenza outbreak with higher than normal hospitalization rates.,False
2024-11-25,Disaster,134,Odisha,20.4772,84.6735,31.5,6.3,Natural,Earthquake,147,Seismic activity causing structural damage and disruption.,False
2024-11-25,Disaster,49,Lucknow,26.708,81.0196,20.4,7.7,Natural,Cold Wave,115,Severe cold conditions affecting normal life and causing health emergencies.,False
2024-11-25,Police,21,Mangalore,12.9636,74.9064,12.5,8.7,Catastrophic,Chemical Spill,78,Hazardous chemical spill affecting surrounding areas and water bodies.,True
2024-11-26,Medical,69,Kohima,25.5137,94.1256,11.3,2.8,Healthcare,Influenza Outbreak,36,Seasonal influenza outbreak with higher than normal hospitalization rates.,False
2024-11-26,Medical,76,Lucknow,26.6664,80.902,10.7,3.9,Healthcare,Influenza Outbreak,50,Seasonal influenza outbreak with higher than normal hospitalization rates.,False
2024-11-26,Fire,34,Aizawl,23.7994,92.5723,15.8,8.9,Catastrophic,Industrial Fire,132,Major fire at industrial facility requiring evacuation and specialized response.,True
2024-11-26,Medical,44,Vadodara,22.1633,73.1003,13.6,4.2,Healthcare,Malaria Surge,52,"Increased malaria cases reported in rural areas, requiring medical intervention.",False
2024-11-26,Disaster,60,Ranchi,23.4879,85.3707,34.3,6.1,Natural,Drought,103,Prolonged dry period affecting agriculture and water availability.,False
2024-11-26,Medical,99,Jodhpur,26.1078,72.8261,13.3,2.4,Healthcare,COVID-19 Cluster,45,Local outbreak of COVID-19 cases requiring medical response and containment measures.,False
2024-11-26,Disaster,49,Raipur,21.2936,81.6023,28.7,7.7,Catastrophic,Bridge Collapse,149,Collapse of bridge structure affecting transportation and causing casualties.,False
2024-11-26,Police,37,Imphal,24.6741,93.9332,11.0,7.8,Catastrophic,Chemical Spill,6,Hazardous chemical spill affecting surrounding areas and water bodies.,False
2024-11-26,Medical,46,Odisha,20.3987,84.4911,14.3,4.1,Healthcare,Mumps Cases,116,Multiple mumps cases reported in schools and communities.,False
2024-11-26,Disaster,88,Leh,34.0533,77.4278,22.7,6.6,Natural,Heavy Snowfall,71,Heavy Snowfall requiring emergency response.,False
2024-11-27,Medical,45,Raipur,21.4034,81.5965,16.9,2.3,Healthcare,Leptospirosis Cases,143,Post-flood leptospirosis cases reported in affected areas.,False
2024-11-27,Disaster,91,Odisha,20.5156,84.4697,28.8,7.1,Catastrophic,Structural Failure,11,Critical structural failure in public infrastructure requiring evacuation.,False
2024-11-27,Disaster,91,Amritsar,31.62,74.7405,22.6,4.6,Natural,Avalanche,62,Snow avalanche in mountainous regions blocking roads and causing casualties.,False
2024-11-27,Disaster,83,Kochi,9.9685,76.2305,31.7,9.2,Catastrophic,Dam Breach,53,Partial breach of dam structure causing downstream flooding concerns.,True
2024-11-27,Medical,195,Kohima,25.7453,93.9998,17.0,2.9,Healthcare,COVID-19 Cluster,9,Local outbreak of COVID-19 cases requiring medical response and containment measures.,False
2024-11-28,Police,21,Udaipur,24.4272,73.677,10.7,7.2,Catastrophic,Industrial Accident,58,Accident at industrial facility causing multiple injuries and damage.,False
2024-11-28,Disaster,56,Surat,21.0704,72.829,26.2,7.8,Catastrophic,Building Collapse,72,Multi-story building collapse trapping residents and causing casualties.,False
2024-11-28,Disaster,177,Surat,21.292,72.9408,20.7,8.0,Natural,Earthquake,73,Seismic activity causing structural damage and disruption.,False
2024-11-29,Fire,35,Vadodara,22.1495,73.2341,17.3,8.0,Catastrophic,Stadium Stampede,86,Crowd control incident at stadium leading to injuries.,False
2024-11-29,Disaster,79,Vadodara,22.3962,73.0302,29.5,5.9,Natural,Dust Storm,35,Severe dust storm reducing visibility and causing respiratory issues.,False
2024-11-29,Disaster,51,Indore,22.6133,75.8353,20.3,6.1,Catastrophic,Industrial Accident,93,Accident at industrial facility causing multiple injuries and damage.,False
2024-11-29,Disaster,86,Varanasi,25.4173,82.9429,30.3,9.1,Natural,Fog-Related Accidents,100,Fog-Related Accidents requiring emergency response.,True
2024-11-29,Disaster,97,Chandigarh,30.8075,76.8703,23.8,4.8,Natural,Fog-Related Accidents,24,Fog-Related Accidents requiring emergency response.,False
2024-11-29,Disaster,51,Allahabad,25.445,81.9592,24.1,5.3,Natural,Cold Wave,136,Severe cold conditions affecting normal life and causing health emergencies.,False
2024-11-29,Medical,75,Pune,18.3408,73.841,11.5,6.8,Catastrophic,Structural Failure,22,Critical structural failure in public infrastructure requiring evacuation.,False
2024-11-29,Police,53,Odisha,20.4647,84.5996,12.0,6.4,Catastrophic,Mine Collapse,133,Collapse in mining operation trapping workers underground.,False
2024-11-29,Disaster,41,Surat,21.0848,72.9162,36.0,6.2,Natural,Avalanche,49,Snow avalanche in mountainous regions blocking roads and causing casualties.,False
2024-11-29,Disaster,75,Jaipur,26.7481,75.9282,25.0,8.8,Natural,Cold Wave,91,Severe cold conditions affecting normal life and causing health emergencies.,True
2024-11-29,Disaster,55,Agra,27.2841,77.8889,33.3,9.5,Natural,Cold Wave,135,Severe cold conditions affecting normal life and causing health emergencies.,True
2024-11-30,Disaster,92,Kolkata,22.5558,88.4979,21.1,7.2,Natural,Avalanche,118,Snow avalanche in mountainous regions blocking roads and causing casualties.,False
2024-11-30,Disaster,63,Nagpur,21.3333,79.1906,21.7,8.2,Catastrophic,Road Collapse,97,Major road collapse due to structural failure or subsidence.,True
2024-11-30,Medical,59,Ranchi,23.5111,85.4786,12.1,5.7,Healthcare,Heatstroke Wave,104,"Multiple cases of heatstroke amid extreme temperatures, affecting vulnerable populations.",False
2024-11-30,Medical,117,Lucknow,26.6748,80.7658,10.8,4.4,Healthcare,COVID-19 Cluster,113,Local outbreak of COVID-19 cases requiring medical response and containment measures.,False
2024-12-01,Disaster,51,Shimla,31.0809,77.0382,25.0,7.1,Natural,Avalanche,132,Snow avalanche in mountainous regions blocking roads and causing casualties.,False
2024-12-01,Medical,270,Nagpur,21.0499,78.9238,15.7,4.1,Healthcare,COVID-19 Cluster,147,Local outbreak of COVID-19 cases requiring medical response and containment measures.,True
2024-12-01,Medical,76,Odisha,20.4682,84.4156,11.0,4.2,Healthcare,Cholera Outbreak,147,Waterborne cholera outbreak in affected areas following contamination of water sources.,False
2024-12-01,Disaster,96,Patna,25.4365,85.067,21.3,9.1,Natural,Cold Wave,148,Severe cold conditions affecting normal life and causing health emergencies.,True
2024-12-01,Medical,124,Allahabad,25.323,81.689,13.2,6.7,Healthcare,COVID-19 Cluster,132,Local outbreak of COVID-19 cases requiring medical response and containment measures.,False
2024-12-01,Disaster,69,Goa,15.2609,74.3118,28.5,9.2,Catastrophic,Construction Site Accident,106,Accident at major construction site requiring emergency response.,True
2024-12-01,Disaster,51,Patna,25.5732,85.3278,24.3,7.1,Natural,Fog-Related Accidents,11,Fog-Related Accidents requiring emergency response.,False
2024-12-01,Medical,98,Chandigarh,30.637,76.7464,11.4,6.2,Healthcare,COVID-19 Cluster,130,Local outbreak of COVID-19 cases requiring medical response and containment measures.,False
2024-12-01,Medical,275,Vijayawada,16.615,80.7814,13.7,3.0,Healthcare,COVID-19 Cluster,82,Local outbreak of COVID-19 cases requiring medical response and containment measures.,True
2024-12-01,Medical,79,Mangalore,13.0715,74.7892,16.3,2.4,Healthcare,Encephalitis Cluster,123,"Cluster of encephalitis cases reported, primarily affecting children in the region.",False
2024-12-02,Medical,73,Indore,22.7785,75.8982,11.6,6.6,Healthcare,Leptospirosis Cases,62,Post-flood leptospirosis cases reported in affected areas.,False
2024-12-02,Medical,127,Chennai,12.9975,80.3113,10.3,2.2,Healthcare,Food Poisoning Incident,141,Mass food poisoning incident requiring emergency medical response.,False
2024-12-02,Disaster,52,Mangalore,13.1056,74.8028,21.2,4.3,Natural,Monsoon Flooding,145,Widespread flooding due to monsoon rains affecting multiple areas.,False
2024-12-02,Medical,53,Thiruvananthapuram,8.5194,76.8906,14.6,5.7,Healthcare,Dengue Outbreak,123,"Surge in dengue fever cases following monsoon rains, straining local healthcare facilities.",False
2024-12-02,Disaster,40,Kohima,25.6813,94.2846,32.4,7.2,Natural,Fog-Related Accidents,9,Fog-Related Accidents requiring emergency response.,False
2024-12-02,Disaster,68,Raipur,21.289,81.5157,22.5,5.3,Natural,Drought,190,Prolonged dry period affecting agriculture and water availability.,False
2024-12-02,Fire,64,Mumbai,19.113,72.9282,13.1,9.1,Catastrophic,Factory Explosion,113,Explosion at manufacturing facility causing casualties and structural damage.,True
2024-12-02,Disaster,59,Chandigarh,30.7602,76.9502,30.9,9.0,Natural,Fog-Related Accidents,19,Fog-Related Accidents requiring emergency response.,True
2024-12-03,Medical,49,Gangtok,27.1575,88.5042,11.8,6.2,Healthcare,Influenza Outbreak,61,Seasonal influenza outbreak with higher than normal hospitalization rates.,False
2024-12-03,Police,45,Bhopal,23.1926,77.5668,10.4,7.7,Catastrophic,Structural Failure,96,Critical structural failure in public infrastructure requiring evacuation.,False
2024-12-03,Medical,38,Bhubaneswar,20.3078,85.9687,14.6,8.6,Catastrophic,Stadium Stampede,131,Crowd control incident at stadium leading to injuries.,True
2024-12-03,Disaster,87,Agra,27.2184,78.0557,24.7,4.5,Natural,Fog-Related Accidents,119,Fog-Related Accidents requiring emergency response.,False
2024-12-03,Fire,18,Nagpur,20.9895,79.2718,15.4,6.8,Catastrophic,Industrial Fire,146,Major fire at industrial facility requiring evacuation and specialized response.,False
2024-12-04,Disaster,97,Shillong,25.5218,91.8238,21.1,5.2,Natural,Fog-Related Accidents,91,Fog-Related Accidents requiring emergency response.,False
2024-12-04,Disaster,84,Srinagar,33.9309,74.6318,30.5,8.5,Natural,Avalanche,49,Snow avalanche in mountainous regions blocking roads and causing casualties.,True
2024-12-04,Disaster,51,Vadodara,22.354,73.2401,24.2,8.3,Catastrophic,Road Collapse,12,Major road collapse due to structural failure or subsidence.,True
2024-12-04,Disaster,77,Thiruvananthapuram,8.5412,77.0796,27.9,8.3,Natural,Landslide,81,Landslide triggered by heavy rainfall blocking roads and damaging structures.,True
2024-12-04,Medical,39,Patna,25.7681,84.9807,13.0,6.7,Healthcare,Influenza Outbreak,134,Seasonal influenza outbreak with higher than normal hospitalization rates.,False
2024-12-04,Disaster,54,Nagpur,21.247,79.0663,23.6,9.4,Natural,Avalanche,107,Snow avalanche in mountainous regions blocking roads and causing casualties.,True
2024-12-04,Medical,66,Bengaluru,13.1352,77.7471,8.9,6.9,Healthcare,Heatstroke Wave,50,"Multiple cases of heatstroke amid extreme temperatures, affecting vulnerable populations.",False
2024-12-04,Disaster,50,Agartala,23.8683,91.2659,35.3,5.8,Natural,Flash Flood,14,Sudden flooding due to heavy rainfall overwhelming drainage systems.,False
2024-12-05,Disaster,48,Coimbatore,11.0913,76.8257,27.6,6.2,Natural,Heatwave,85,Prolonged period of extremely high temperatures affecting vulnerable populations.,False
2024-12-05,Disaster,57,Indore,22.5806,75.9353,29.6,5.8,Natural,Coastal Erosion,29,Accelerated coastal erosion threatening coastal communities and infrastructure.,False
2024-12-05,Disaster,67,Varanasi,25.1391,83.0417,28.9,9.1,Natural,Cold Wave,60,Severe cold conditions affecting normal life and causing health emergencies.,True
2024-12-05,Medical,53,Agartala,24.0118,91.3638,11.5,5.2,Healthcare,Heatstroke Wave,147,"Multiple cases of heatstroke amid extreme temperatures, affecting vulnerable populations.",False
2024-12-05,Medical,53,Surat,21.0558,72.7988,13.5,5.2,Healthcare,Malaria Surge,50,"Increased malaria cases reported in rural areas, requiring medical intervention.",False
2024-12-05,Medical,47,Mysore,12.1029,76.7612,11.4,3.8,Healthcare,Leptospirosis Cases,115,Post-flood leptospirosis cases reported in affected areas.,False
2024-12-05,Medical,40,Raipur,21.2749,81.751,13.8,5.0,Healthcare,Mumps Cases,111,Multiple mumps cases reported in schools and communities.,False
2024-12-06,Disaster,568,Bengaluru,12.8369,77.7229,24.9,7.5,Natural,Cyclone,91,Tropical cyclone making landfall with strong winds and heavy rainfall causing widespread damage.,True
2024-12-06,Disaster,97,Kochi,9.9384,76.0874,24.1,9.6,Catastrophic,Road Collapse,107,Major road collapse due to structural failure or subsidence.,True
2024-12-06,Disaster,74,Odisha,20.3574,84.3344,34.6,8.8,Catastrophic,Building Collapse,115,Multi-story building collapse trapping residents and causing casualties.,True
2024-12-06,Disaster,94,Imphal,24.8009,93.8695,26.6,8.7,Natural,Landslide,95,Landslide triggered by heavy rainfall blocking roads and damaging structures.,True
2024-12-06,Medical,66,Mangalore,13.1017,74.844,13.4,6.1,Healthcare,Mumps Cases,73,Multiple mumps cases reported in schools and communities.,False
2024-12-07,Medical,40,Raipur,21.3074,81.5309,12.6,6.3,Healthcare,Mumps Cases,135,Multiple mumps cases reported in schools and communities.,False
2024-12-07,Fire,19,Indore,22.6385,75.8786,19.6,8.6,Catastrophic,Chemical Spill,17,Hazardous chemical spill affecting surrounding areas and water bodies.,True
2024-12-07,Medical,57,Surat,20.9889,72.7458,14.8,4.5,Healthcare,Cholera Outbreak,138,Waterborne cholera outbreak in affected areas following contamination of water sources.,False
2024-12-07,Disaster,88,Indore,22.8163,75.6623,32.3,8.7,Natural,Coastal Flooding,91,Coastal areas inundated due to high tides and storm surge.,True
2024-12-08,Disaster,95,Odisha,20.3553,84.3129,29.7,8.5,Natural,Heatwave,82,Prolonged period of extremely high temperatures affecting vulnerable populations.,True
2024-12-08,Disaster,46,Aizawl,23.8124,92.5423,33.3,6.7,Catastrophic,Chemical Spill,11,Hazardous chemical spill affecting surrounding areas and water bodies.,False
2024-12-08,Disaster,63,Allahabad,25.4845,81.9163,26.4,8.2,Natural,Fog-Related Accidents,62,Fog-Related Accidents requiring emergency response.,True
2024-12-08,Medical,49,Guwahati,26.316,91.8797,12.3,3.9,Healthcare,Influenza Outbreak,10,Seasonal influenza outbreak with higher than normal hospitalization rates.,False
2024-12-08,Disaster,100,Goa,15.2494,74.0922,30.7,9.4,Natural,Cold Wave,104,Severe cold conditions affecting normal life and causing health emergencies.,True
2024-12-08,Medical,77,Aizawl,23.7541,92.5262,13.7,2.4,Healthcare,Gastroenteritis Outbreak,49,"Outbreak of gastroenteritis affecting multiple communities, likely from contaminated water.",False
2024-12-08,Police,24,Bhopal,23.245,77.4397,9.8,6.9,Catastrophic,Mine Collapse,89,Collapse in mining operation trapping workers underground.,False
2024-12-08,Disaster,57,Mysore,12.453,76.6211,24.2,9.3,Catastrophic,Structural Failure,24,Critical structural failure in public infrastructure requiring evacuation.,True
2024-12-08,Disaster,91,Jaipur,27.1078,75.6463,30.6,7.7,Natural,Fog-Related Accidents,79,Fog-Related Accidents requiring emergency response.,False
2024-12-09,Disaster,64,Raipur,21.3891,81.6689,28.1,7.6,Natural,Cold Wave,146,Severe cold conditions affecting normal life and causing health emergencies.,False
2024-12-09,Disaster,98,Leh,34.2048,77.4973,30.9,8.4,Natural,Avalanche,93,Snow avalanche in mountainous regions blocking roads and causing casualties.,True
2024-12-09,Disaster,88,Jaipur,26.9717,75.793,31.1,4.2,Natural,Cold Wave,125,Severe cold conditions affecting normal life and causing health emergencies.,False
2024-12-09,Disaster,57,Kochi,9.8462,76.157,32.3,5.0,Natural,Drought,183,Prolonged dry period affecting agriculture and water availability.,False
2024-12-09,Disaster,63,Lucknow,26.7885,81.0864,29.7,6.3,Natural,Cold Wave,142,Severe cold conditions affecting normal life and causing health emergencies.,False
2024-12-09,Fire,10,Imphal,24.9697,94.0781,18.0,8.1,Catastrophic,Refinery Fire,26,Fire at oil refinery requiring specialized firefighting and evacuation.,True
2024-12-10,Disaster,74,Amritsar,31.5577,75.0689,26.6,6.7,Natural,Avalanche,123,Snow avalanche in mountainous regions blocking roads and causing casualties.,False
